grid,true_density,slq_curve,dfl_curve
4.169434581041701193e+01,3.534766073742285773e-04,3.199174979139610586e-04,3.535554853147078805e-04
4.177444225473875150e+01,3.828757403020017439e-04,3.465530504110130245e-04,3.829449789293452172e-04
4.185453869906049107e+01,4.077261161765255589e-04,3.690634650686160372e-04,4.077821132917194098e-04
4.193463514338223064e+01,4.267253281598407501e-04,3.862724542239412331e-04,4.267650763459932862e-04
4.201473158770397021e+01,4.388481471398116571e-04,3.972540513487144397e-04,4.388694552060805549e-04
4.209482803202571688e+01,4.434246254632090455e-04,4.014035808282796162e-04,4.434262852655457428e-04
4.217492447634745645e+01,4.401922442726721339e-04,3.984851402342305497e-04,4.401741218860466564e-04
4.225502092066919602e+01,4.293155114897986954e-04,3.886496446816023985e-04,4.292785506462792303e-04
4.233511736499093558e+01,4.113704034869318407e-04,3.724210970179370910e-04,4.113165401384219488e-04
4.241521380931267515e+01,3.872954723613633056e-04,3.506527599279384098e-04,3.872274704081960905e-04
4.249531025363441472e+01,3.583155973664506311e-04,3.244586683529928121e-04,3.582368252125596388e-04
4.257540669795615429e+01,3.258475811721583439e-04,2.951288320614377323e-04,3.257617553249455341e-04
4.265550314227790096e+01,2.913985910921232771e-04,2.640380952119947234e-04,2.913095155909200683e-04
4.273559958659964053e+01,2.564685917335723909e-04,2.325587319673564691e-04,2.563799205506154372e-04
4.281569603092138010e+01,2.224664654007080104e-04,2.019855147520983256e-04,2.223815096124426424e-04
4.289579247524311967e+01,1.906467866392445919e-04,1.734794812430761073e-04,1.905683801884344546e-04
4.297588891956485924e+01,1.620707101851423548e-04,1.480334046897476658e-04,1.620011388610419645e-04
4.305598536388659880e+01,1.375907349861138973e-04,1.264585765429241890e-04,1.375317243235439147e-04
4.313608180820833837e+01,1.178557890287832848e-04,1.093894629478642672e-04,1.178085394653315582e-04
4.321617825253007794e+01,1.033306013389082218e-04,9.730052568863652195e-05,1.032958541010828339e-04
4.329627469685182461e+01,9.432198530030711685e-05,9.052828505343334304e-05,9.430010057886709541e-05
4.337637114117356418e+01,9.100456119619602512e-05,8.929165899119220458e-05,9.099559121436330566e-05
4.345646758549530375e+01,9.343952688185904896e-05,9.370468716553325209e-05,9.344327005127026553e-05
4.353656402981704332e+01,1.015821258558843393e-04,1.037777456491802781e-04,1.015981536515399628e-04
4.361666047413878289e+01,1.152761348847289682e-04,1.194059749694558359e-04,1.153037894730525007e-04
4.369675691846052246e+01,1.342366060604482806e-04,1.403465061540161755e-04,1.342749731421842216e-04
4.377685336278226202e+01,1.580248342669560992e-04,1.661887678304134290e-04,1.580727011437517144e-04
4.385694980710400870e+01,1.860216813942835263e-04,1.963242903449939234e-04,1.860774941521603672e-04
4.393704625142574827e+01,2.174066334034798517e-04,2.299236388240853603e-04,2.174684687471607552e-04
4.401714269574748783e+01,2.511500579115678541e-04,2.659281526407076017e-04,2.512156242730571843e-04
4.409723914006922740e+01,2.860249741001608960e-04,3.030629351702294962e-04,2.860916532073527730e-04
4.417733558439096697e+01,3.206423243042705014e-04,3.398750982640502249e-04,3.207072588187928315e-04
4.425743202871270654e+01,3.535105156931524282e-04,3.747978917380151995e-04,3.535707415499716468e-04
4.433752847303444611e+01,3.831163191505531219e-04,4.062374925406964273e-04,3.831689338720826662e-04
4.441762491735619278e+01,4.080206273115849882e-04,4.326754727296104348e-04,4.080629789862741516e-04
4.449772136167793235e+01,4.269596762480078710e-04,4.527769318778953819e-04,4.269895531769186199e-04
4.457781780599967192e+01,4.389406491446006171e-04,4.654925208766111247e-04,4.389564482454397384e-04
4.465791425032141149e+01,4.433204586047061625e-04,4.701424744896662527e-04,4.433213119756054441e-04
4.473801069464315106e+01,4.398580505127602097e-04,4.664724204032303506e-04,4.398438940187456275e-04
4.481810713896489062e+01,4.287336055714943608e-04,4.546739526945616427e-04,4.287051802996874887e-04
4.489820358328663019e+01,4.105320896592113897e-04,4.353672777159429421e-04,4.104908755194980547e-04
4.497830002760836976e+01,3.861930873524482529e-04,4.095479903606473460e-04,3.861411766454495172e-04
4.505839647193011643e+01,3.569330376700140055e-04,3.785044709931011759e-04,3.568729637587239167e-04
4.513849291625185600e+01,3.241492288268015584e-04,3.437158219989865896e-04,3.240837700238203352e-04
4.521858936057359557e+01,2.893167272060667597e-04,3.067421887382488100e-04,2.892487079491526218e-04
4.529868580489533514e+01,2.538895980687123737e-04,2.691195044867924113e-04,2.538217082627861965e-04
4.537878224921707471e+01,2.192163856026999676e-04,2.322692322116069665e-04,2.191510350424937306e-04
4.545887869353881428e+01,1.864771710764244808e-04,1.974308815250636236e-04,1.864163899328938746e-04
4.553897513786055384e+01,1.566461062484571123e-04,1.656214734227906267e-04,1.565914957422317490e-04
4.561907158218230052e+01,1.304796826488056698e-04,1.376222998537618338e-04,1.304324133154183903e-04
4.569916802650404009e+01,1.085276739122445711e-04,1.139898378615917211e-04,1.084885232059053402e-04
4.577926447082577965e+01,9.116109562878242992e-05,9.508496763487416371e-05,9.113051265641116793e-05
4.585936091514751922e+01,7.860992595347801517e-05,8.111298004999409979e-05,7.858810919113082825e-05
4.593945735946925879e+01,7.100281503927428006e-05,7.216633327750728976e-05,7.098978895815326469e-05
4.601955380379099836e+01,6.840153156260478969e-05,6.826266543581305127e-05,6.839720993356276446e-05
4.609965024811273793e+01,7.082429287668805555e-05,6.937201402951562624e-05,7.082851972382270115e-05
4.617974669243448460e+01,7.825417941141690227e-05,7.542928992144977516e-05,7.826674266557748574e-05
4.625984313675622417e+01,9.063129035044042059e-05,8.633053333725661000e-05,9.065190771769459852e-05
4.633993958107796374e+01,1.078298919863961093e-04,1.019140681649363829e-04,1.078581729206583252e-04
4.642003602539970331e+01,1.296242759781884672e-04,1.219301025311903317e-04,1.296596674898177178e-04
4.650013246972144287e+01,1.556491174487418670e-04,1.460043440313248922e-04,1.556908443879271415e-04
4.658022891404318244e+01,1.853615482803105464e-04,1.736025708836863482e-04,1.854085603519226022e-04
4.666032535836492201e+01,2.180127151576955000e-04,2.040036235822777384e-04,2.180636529813726431e-04
4.674042180268666158e+01,2.526361144335165752e-04,2.362878155186713745e-04,2.526893053193305879e-04
4.682051824700840825e+01,2.880584313975791165e-04,2.693462643826994955e-04,2.881119222131865330e-04
4.690061469133014782e+01,3.229360486613335477e-04,3.019142109849080619e-04,3.229876785050226230e-04
4.698071113565188739e+01,3.558170816068702670e-04,3.326282631952527159e-04,3.558645915020582778e-04
4.706080757997362696e+01,3.852251604108277946e-04,3.601040695048422910e-04,3.852663316372255419e-04
4.714090402429536653e+01,4.097577329152420739e-04,3.830276818076641231e-04,4.097905407372650147e-04
4.722100046861710609e+01,4.281889686674598570e-04,4.002513321508914946e-04,4.282117349308538147e-04
4.730109691293884566e+01,4.395658921625748795e-04,4.108829807744109053e-04,4.395774191398514304e-04
4.738119335726059234e+01,4.432864840349100646e-04,4.143590915654876087e-04,4.432861533183826588e-04
4.746128980158233190e+01,4.391502375061482341e-04,4.104917243968298174e-04,4.391380615719115733e-04
4.754138624590407147e+01,4.273748394650979171e-04,3.994840092134750069e-04,4.273514592409607656e-04
4.762148269022581104e+01,4.085768011389549390e-04,3.819119530636113985e-04,4.085434296433298465e-04
4.770157913454755061e+01,3.837183547225789617e-04,3.586747316603358486e-04,3.836766735524502550e-04
4.778167557886929018e+01,3.540270610825294734e-04,3.309194781683794519e-04,3.539790821778770590e-04
4.786177202319102975e+01,3.208977109478248634e-04,2.999495158083843242e-04,3.208456198095202723e-04
4.794186846751277642e+01,2.857878036844198701e-04,2.671265724722129888e-04,2.857338015846587129e-04
4.802196491183451599e+01,2.501179686556629549e-04,2.337775920399339587e-04,2.500641302888710377e-04
4.810206135615625556e+01,2.151872470031107663e-04,2.011154055809283271e-04,2.151354068217963358e-04
4.818215780047799512e+01,1.821105093754710864e-04,1.701800578778819308e-04,1.820621851915841605e-04
4.826225424479973469e+01,1.517819389394133099e-04,1.418044605458140903e-04,1.517382960625607009e-04
4.834235068912147426e+01,1.248650040490168096e-04,1.166047725550911044e-04,1.248268580936343975e-04
4.842244713344321383e+01,1.018061782633253732e-04,9.499295718820287304e-05,1.017740304615590344e-04
4.850254357776495340e+01,8.286720822060802375e-05,7.720667837455588939e-05,8.284130406672336711e-05
4.858264002208670007e+01,6.816918764637775613e-05,6.335027039447521061e-05,6.814958814899436533e-05
4.866273646640843964e+01,5.774110855826098787e-05,5.343997919827485381e-05,5.772776323011562130e-05
4.874283291073017921e+01,5.156583665683058627e-05,4.744694291778491434e-05,5.155864840305357652e-05
4.882292935505191878e+01,4.961742519711456729e-05,4.533228996764672848e-05,4.961629916580953043e-05
4.890302579937365834e+01,5.188514258771831383e-05,4.707009711131661622e-05,5.189001351033319868e-05
4.898312224369539791e+01,5.838136105632556639e-05,5.265559303358470592e-05,5.839219636538244300e-05
4.906321868801713748e+01,6.913238937511814155e-05,6.209777496157369838e-05,6.914916824063348602e-05
4.914331513233888415e+01,8.415331615184440135e-05,7.539741805729063199e-05,8.417598736851287762e-05
4.922341157666062372e+01,1.034098578155482750e-04,9.251320497189943889e-05,1.034382820549882331e-04
4.930350802098236329e+01,1.267719595807591140e-04,1.133202817781326255e-04,1.268058437265224484e-04
4.938360446530410286e+01,1.539653279714810218e-04,1.375668246968704631e-04,1.540041608644418959e-04
4.946370090962584243e+01,1.845279952642163413e-04,1.648350181069890017e-04,1.845709949526336854e-04
4.954379735394758200e+01,2.177792319998834731e-04,1.945130254161763514e-04,2.178253142685284327e-04
4.962389379826932156e+01,2.528074657937097220e-04,2.257839336832084289e-04,2.528552421691915644e-04
4.970399024259106824e+01,2.884822493818579446e-04,2.576361979048000760e-04,2.885300599524697504e-04
4.978408668691280781e+01,3.234927998168488040e-04,2.888978490566240353e-04,3.235387822465473815e-04
4.986418313123454737e+01,3.564124222404250401e-04,3.182938568148985280e-04,3.564546137080116823e-04
4.994427957555628694e+01,3.857846181383286816e-04,3.445228949021224502e-04,3.858210822035309335e-04
5.002437601987802651e+01,4.102233628761495720e-04,3.663467934638134577e-04,4.102523291880875436e-04
5.010447246419976608e+01,4.285174650012377683e-04,3.826836644360397523e-04,4.285374670338590623e-04
5.018456890852150565e+01,4.397275726120308706e-04,3.926944827374187963e-04,4.397375677920143007e-04
5.026466535284325232e+01,4.432645868337263778e-04,3.958530807804189135e-04,4.432640447919131968e-04
5.034476179716499189e+01,4.389400512860646103e-04,3.919911303918219682e-04,4.389289994235294999e-04
5.042485824148673146e+01,4.269823036056028020e-04,3.813125607997601158e-04,4.269613242592742780e-04
5.050495468580847103e+01,4.080163405388711139e-04,3.643755829600283476e-04,4.079865199986719361e-04
5.058505113013021059e+01,3.830098260901472615e-04,3.420444913970881748e-04,3.829726616364302464e-04
5.066514757445195016e+01,3.531917687827200881e-04,3.154170752843026828e-04,3.531490448662297937e-04
5.074524401877368973e+01,3.199534879841029324e-04,2.857362358833799706e-04,3.199071359295620654e-04
5.082534046309542930e+01,2.847431464591653329e-04,2.542958901039206140e-04,2.846951032196734337e-04
5.090543690741717597e+01,2.489651735866138050e-04,2.223512849413270703e-04,2.489172540672487141e-04
5.098553335173891554e+01,2.138944459001869815e-04,1.910425482207234204e-04,2.138482405232915943e-04
5.106562979606065511e+01,1.806124723245876155e-04,1.613379635679780696e-04,1.805692774168506120e-04
5.114572624038239468e+01,1.499695487591961923e-04,1.340005257158699841e-04,1.499303327314225427e-04
5.122582268470413425e+01,1.225734464312864494e-04,1.095782924064461024e-04,1.225388503168324062e-04
5.130591912902587381e+01,9.880217022433561088e-05,8.841633699237792018e-05,9.877253752602646554e-05
5.138601557334761338e+01,7.883602059240617319e-05,7.068603573832470111e-05,7.881144892450035831e-05
5.146611201766936006e+01,6.270279253142344673e-05,5.642615268422709646e-05,6.268319834940705828e-05
5.154620846199109963e+01,5.032944880792470179e-05,4.558971392002043172e-05,5.031463649046047528e-05
5.162630490631283919e+01,4.159387530144419262e-05,3.809087133282300136e-05,4.158360272754694749e-05
5.170640135063457876e+01,3.637114766549026966e-05,3.384665364018028528e-05,3.636518188948748210e-05
5.178649779495631833e+01,3.456987936938051600e-05,3.280948911567471710e-05,3.456803772396310504e-05
5.186659423927805790e+01,3.615548941022416813e-05,3.498749622119442685e-05,3.615766312645858334e-05
5.194669068359979747e+01,4.115850296982186672e-05,4.045067708357850196e-05,4.116466205908479525e-05
5.202678712792154414e+01,4.966723701287481166e-05,4.932228533793249438e-05,4.967741667535483587e-05
5.210688357224328371e+01,6.180544115174731624e-05,6.175579563287380115e-05,6.181971139205077559e-05
5.218698001656502328e+01,7.769670060442947473e-05,7.789911387474313868e-05,7.771512209701821614e-05
5.226707646088676285e+01,9.741868126745963595e-05,9.784894678869960770e-05,9.744125183990432230e-05
5.234717290520850241e+01,1.209515683231583922e-04,1.215995485630890090e-04,1.209781656589010724e-04
5.242726934953024198e+01,1.481262038220246312e-04,1.489912554480679282e-04,1.481565309864710830e-04
5.250736579385198155e+01,1.785782770312952395e-04,1.796651086266818904e-04,1.786118179858975645e-04
5.258746223817372112e+01,2.117152338834477532e-04,2.130302139656490841e-04,2.117512260369349504e-04
5.266755868249546779e+01,2.467021295164053152e-04,2.482500703543374715e-04,2.467395593743000777e-04
5.274765512681720736e+01,2.824713067584160996e-04,2.842527699225865976e-04,2.825089327835166595e-04
5.282775157113894693e+01,3.177585346340881562e-04,3.197677246189741885e-04,3.177949385983863369e-04
5.290784801546068650e+01,3.511652496929343684e-04,3.533885715913284123e-04,3.511989143527156606e-04
5.298794445978242607e+01,3.812431522086005093e-04,3.836585011455207438e-04,3.812725595105844476e-04
5.306804090410416563e+01,4.065941017916117374e-04,4.091709230150275696e-04,4.066178425728553042e-04
5.314813734842590520e+01,4.259755777236649008e-04,4.286756890085246575e-04,4.259924615701846714e-04
5.322823379274765188e+01,4.384004224347275830e-04,4.411795310747079583e-04,4.384095754816673212e-04
5.330833023706939144e+01,4.432195278103537588e-04,4.460293121706139247e-04,4.432204670616468199e-04
5.338842668139113101e+01,4.401776747699177677e-04,4.429682455549220632e-04,4.401703499714249230e-04
5.346852312571287058e+01,4.294357408885440212e-04,4.321582595610335060e-04,4.294205387946243863e-04
5.354861957003461015e+01,4.115565294419607466e-04,4.141657476453544564e-04,4.115342399113274246e-04
5.362871601435634972e+01,3.874559338708570924e-04,3.899124314043005916e-04,3.874276819043032897e-04
5.370881245867808929e+01,3.583253421674648760e-04,3.605972807603026378e-04,3.582924940329671685e-04
5.378890890299983596e+01,3.255344651671223679e-04,3.275987356081591466e-04,3.254985195438126681e-04
5.386900534732157553e+01,2.905256712187852253e-04,2.923683839042983150e-04,2.904881474589460829e-04
5.394910179164331510e+01,2.547112102287656240e-04,2.563275540763908754e-04,2.546735453061527371e-04
5.402919823596505466e+01,2.193834760777247110e-04,2.207770385404833765e-04,2.193469397699948794e-04
5.410929468028679423e+01,1.856460012952905665e-04,1.868276953404308558e-04,1.856116360759286316e-04
5.418939112460853380e+01,1.543696867878479044e-04,1.553564645602382543e-04,1.543382753448851964e-04
5.426948756893027337e+01,1.261753939188201609e-04,1.269889400466829902e-04,1.261474537519242012e-04
5.434958401325201294e+01,1.014409767907429943e-04,1.021065684764402119e-04,1.014167784492940182e-04
5.442968045757375961e+01,8.032849173854355500e-05,8.087419144756671481e-05,8.030809526762501050e-05
5.450977690189549918e+01,6.282589315764682296e-05,6.328220715839913998e-05,6.280919633409117082e-05
5.458987334621723875e+01,4.879702775559524022e-05,4.919712378093026554e-05,4.878381965339325071e-05
5.466996979053897832e+01,3.803403416727664218e-05,3.841456649085637571e-05,3.802404828193698847e-05
5.475006623486071788e+01,3.030710143979237025e-05,3.070964234376085734e-05,3.030006374187676157e-05
5.483016267918245745e+01,2.540766316221912134e-05,2.588068526726551544e-05,2.540333175349874723e-05
5.491025912350419702e+01,2.318225619454034018e-05,2.378354895195646497e-05,2.318045047067942327e-05
5.499035556782594369e+01,2.355527956989306445e-05,2.435461462191067236e-05,2.355589780509076344e-05
5.507045201214768326e+01,2.653967256525315580e-05,2.762145817097136238e-05,2.654269758199203610e-05
5.515054845646942283e+01,3.223510979030405778e-05,3.370069922356206581e-05,3.224060290666694301e-05
5.523064490079116240e+01,4.081377862723663063e-05,4.278303091977870046e-05,4.082186249174514590e-05
5.531074134511290197e+01,5.249429136058363180e-05,5.510593874191312374e-05,5.250512271816029956e-05
5.539083778943464154e+01,6.750491526648289334e-05,7.091528667369921849e-05,6.751864925607468384e-05
5.547093423375638110e+01,8.603815374528818016e-05,9.041785442749301677e-05,8.605490205956795166e-05
5.555103067807812778e+01,1.081997725600957291e-04,1.137280389475074974e-04,1.082195586687764304e-04
5.563112712239986735e+01,1.339565308660157139e-04,1.408131724230278362e-04,1.339792463978860617e-04
5.571122356672160691e+01,1.630879479077345024e-04,1.714430467828081148e-04,1.631133150119490837e-04
5.579132001104334648e+01,1.951481517861949910e-04,2.051499957376574587e-04,1.951756966236590000e-04
5.587141645536508605e+01,2.294439447615342421e-04,2.412059840958970898e-04,2.294729869998235472e-04
5.595151289968682562e+01,2.650344625175472487e-04,2.786223618248160564e-04,2.650641246762372926e-04
5.603160934400856519e+01,3.007561040507774393e-04,3.161761540446486086e-04,3.007853427484895575e-04
5.611170578833030476e+01,3.352738344250017237e-04,3.524640520561715261e-04,3.353014931478488715e-04
5.619180223265205143e+01,3.671567729091608739e-04,3.859819167476969369e-04,3.671816531391881942e-04
5.627189867697379100e+01,3.949726003180995372e-04,4.152240528952505787e-04,3.949935451357478532e-04
5.635199512129553057e+01,4.173922841020454824e-04,4.387933209460161132e-04,4.174082661672029958e-04
5.643209156561727013e+01,4.332944715827223917e-04,4.555108936115818746e-04,4.333046761281406957e-04
5.651218800993900970e+01,4.418580862382071647e-04,4.645136064520510150e-04,4.418619796752247227e-04
5.659228445426074927e+01,4.426324264300097793e-04,4.653276546476669932e-04,4.426298024706407661e-04
5.667238089858248884e+01,4.355763933855779832e-04,4.579098343861272443e-04,4.355673910956643028e-04
5.675247734290423551e+01,4.210620698639950567e-04,4.426513058111768519e-04,4.210471614277367606e-04
5.683257378722597508e+01,3.998422025387267549e-04,4.203434078484457681e-04,3.998221522235435930e-04
5.691267023154771465e+01,3.729855403089608152e-04,3.921096796540782118e-04,3.729613395939140202e-04
5.699276667586945422e+01,3.417877650378422930e-04,3.593122214106401796e-04,3.417605515756880446e-04
5.707286312019119379e+01,3.076683542355572107e-04,3.234432632464094527e-04,3.076393238689695796e-04
5.715295956451293335e+01,2.720647900451083029e-04,2.860139404123453817e-04,2.720351113149141074e-04
5.723305600883467292e+01,2.363350035741286026e-04,2.484517197815921410e-04,2.363057430991740131e-04
5.731315245315641960e+01,2.016770185172050089e-04,2.120158978186046674e-04,2.016490835577736628e-04
5.739324889747815917e+01,1.690718490397048832e-04,1.777375305906250076e-04,1.690459508879629791e-04
5.747334534179989873e+01,1.392523505950670306e-04,1.463866262284958483e-04,1.392289896302889606e-04
5.755344178612163830e+01,1.126974664252694422e-04,1.184660053653858975e-04,1.126769371570917060e-04
5.763353823044337787e+01,8.964861625363595022e-05,9.422839857812240422e-05,8.963102877455719601e-05
5.771363467476511744e+01,7.014313794905094107e-05,7.371141840412081126e-05,7.012845109967529033e-05
5.779373111908685701e+01,5.405882997181424710e-05,5.678413577398900658e-05,5.404689120374268397e-05
5.787382756340859657e+01,4.116368603272625834e-05,4.319903803064704950e-05,4.115427331554033150e-05
5.795392400773034325e+01,3.116566100289141686e-05,3.264393621684424219e-05,3.115852295489255415e-05
5.803402045205208282e+01,2.375847980497342005e-05,2.478963098375337488e-05,2.375337128747405046e-05
5.811411689637382239e+01,1.866080707217102394e-05,1.933053361655324022e-05,1.865751854334666318e-05
5.819421334069556195e+01,1.564728455800233546e-05,1.601670868960851691e-05,1.564566435646672093e-05
5.827430978501730152e+01,1.457084417685079256e-05,1.467677698266770545e-05,1.457081349455231412e-05
5.835440622933904109e+01,1.537624181427559372e-05,1.523171032122442716e-05,1.537780240219398367e-05
5.843450267366078066e+01,1.810495005891655929e-05,1.769978055427180939e-05,1.810818474048883354e-05
5.851459911798252733e+01,2.289149461505042278e-05,2.219289016774303865e-05,2.289656056996869132e-05
5.859469556230426690e+01,2.995116912958129647e-05,2.890436237640605285e-05,2.995828379373515507e-05
5.867479200662600647e+01,3.955898588752715047e-05,3.808817432382539969e-05,3.956840533456715096e-05
5.875488845094774604e+01,5.201986995214298852e-05,5.002973411920167215e-05,5.203185989274507943e-05
5.883498489526948561e+01,6.763058894882096066e-05,6.500873963967548691e-05,6.764538906651603139e-05
5.891508133959122517e+01,8.663476174998242546e-05,8.325544906049517086e-05,8.665254497546357034e-05
5.899517778391296474e+01,1.091734455418599229e-04,1.049027833055601915e-04,1.091942749558302784e-04
5.907527422823471142e+01,1.352351038886593824e-04,1.299379177091534879e-04,1.352588910621042818e-04
5.915537067255645098e+01,1.646099677010643770e-04,1.581581724951601768e-04,1.646364371984687940e-04
5.923546711687819055e+01,1.968546276914996305e-04,1.891368008219501890e-04,1.968832929233416075e-04
5.931556356119993012e+01,2.312728564182212564e-04,2.222044245592982425e-04,2.313030118102250572e-04
5.939566000552166969e+01,2.669179329065221400e-04,2.564511715782773985e-04,2.669486663157622560e-04
5.947575644984340926e+01,3.026200441788146045e-04,2.907529377808540263e-04,3.026502716248474084e-04
5.955585289416514883e+01,3.370397509884225681e-04,3.238227134990971298e-04,3.370682732359653669e-04
5.963594933848688839e+01,3.687453042703379502e-04,3.542848406638533201e-04,3.687708819112626405e-04
5.971604578280863507e+01,3.963082242903746854e-04,3.807668267619538673e-04,3.963296651588434300e-04
5.979614222713037464e+01,4.184085467884369526e-04,4.020004533543675151e-04,4.184247972840402516e-04
5.987623867145211420e+01,4.339390444192671946e-04,4.169219042782812716e-04,4.339492750461136400e-04
5.995633511577385377e+01,4.420969870713226308e-04,4.247599239763837162e-04,4.421006625274721867e-04
6.003643156009559334e+01,4.424528469495329929e-04,4.251018262561773501e-04,4.424497725139507360e-04
6.011652800441733291e+01,4.349877520636439058e-04,4.179294779025117157e-04,4.349780906780040409e-04
6.019662444873907248e+01,4.200951351074857414e-04,4.036208822898308094e-04,4.200793930625589152e-04
6.027672089306081915e+01,3.985463729217931118e-04,3.829171659908386753e-04,3.985253558957985599e-04
6.035681733738255872e+01,3.714245908417077805e-04,3.568589788551948614e-04,3.713993356019853424e-04
6.043691378170429829e+01,3.400345361762063703e-04,3.266999017637225154e-04,3.400062259987091237e-04
6.051701022602603786e+01,3.057989481674050795e-04,2.938068804526713538e-04,3.057688215576368526e-04
6.059710667034777742e+01,2.701528340479576089e-04,2.595586475710949569e-04,2.701220964910265674e-04
6.067720311466951699e+01,2.344464445311353698e-04,2.252525030287405193e-04,2.344161918290763459e-04
6.075729955899125656e+01,1.998657401700581636e-04,1.920278993045816457e-04,1.998368997262107462e-04
6.083739600331300323e+01,1.673761769754281321e-04,1.608124315392481609e-04,1.673494705868498831e-04
6.091749244763474280e+01,1.376922554813151355e-04,1.322925807493935348e-04,1.376681842816148945e-04
6.099758889195648237e+01,1.112720185117636428e-04,1.069084273668882164e-04,1.112508681093641726e-04
6.107768533627822194e+01,8.833300421094357447e-05,8.486897866226704489e-05,8.831486612007570644e-05
6.115778178059996151e+01,6.888435846813154798e-05,6.618302186388056525e-05,6.886916280637673182e-05
6.123787822492170108e+01,5.276899432755935621e-05,5.069963026412438212e-05,5.275654846947000335e-05
6.131797466924344064e+01,3.970979080403281468e-05,3.815255032402035951e-05,3.969981911598773928e-05
6.139807111356518732e+01,2.935465382490524839e-05,2.820349552647729069e-05,2.934683455420613368e-05
6.147816755788692689e+01,2.131654962389768136e-05,2.048060983936576392e-05,2.131054623232635960e-05
6.155826400220866645e+01,1.520608585402713610e-05,1.460977114284436395e-05,1.520157134314736953e-05
6.163836044653040602e+01,1.065561570337389727e-05,1.023775008945931902e-05,1.065228959485037429e-05
6.171845689085214559e+01,7.335002100335061317e-06,7.047356107738851364e-06,7.332600595179279224e-06
6.179855333517388516e+01,4.960009613025156013e-06,4.765500208813813437e-06,4.958310012941038283e-06
6.187864977949562473e+01,3.294772073088243056e-06,3.165565841054841456e-06,3.293592816243897517e-06
6.195874622381736430e+01,2.149952260300008268e-06,2.065640743617570301e-06,2.149149953412855438e-06
6.203884266813911097e+01,1.378138416607134796e-06,1.324093988622372659e-06,1.377603105273652934e-06
6.211893911246085054e+01,8.677956007013543998e-07,8.337645365626356657e-07,8.674452829185257972e-07
6.219903555678259011e+01,5.367877934805391211e-07,5.157373758314413387e-07,5.365629100064025131e-07
6.227913200110432967e+01,3.261732951481710532e-07,3.133822366102514802e-07,3.260316711163198997e-07
6.235922844542606924e+01,1.946949796389012958e-07,1.870599128856020438e-07,1.946074731508853790e-07
6.243932488974780881e+01,1.141620312219219639e-07,1.096851066977866484e-07,1.141089790356432088e-07
6.251942133406954838e+01,6.575809207409448680e-08,6.317935366241965091e-08,6.572653051727026834e-08
6.259951777839129505e+01,3.720808365320940362e-08,3.574894894423383062e-08,3.718965748730237311e-08
6.267961422271303462e+01,2.068168809668947199e-08,1.987064474322505475e-08,2.067113063234779341e-08
6.275971066703477419e+01,1.129263387340394768e-08,1.084978725453459789e-08,1.128669701545904921e-08
6.283980711135651376e+01,6.057104881483579784e-09,5.819572305206679581e-09,6.053828093855498701e-09
6.291990355567825333e+01,3.191504947378389102e-09,3.066348390378920197e-09,3.189729716275931449e-09
6.300000000000000000e+01,1.651910571926997465e-09,1.587130023858851288e-09,1.650966521540154822e-09
